title,start_time,end_time,url
"Freestyle, Albania, Smoke, My Girlfriend Thinks I'm An Option, Pickles, McDonald's",00:06:18,00:10:40,https://www.youtube.com/watch?v=5yTm4j6KaBQ
"Preach Cuh, Extravagant, Gracioso",00:13:44,00:16:50,https://www.youtube.com/watch?v=5yTm4j6KaBQ
"Birds, Paper, Dental Floss",00:00:58,00:04:29,https://www.youtube.com/watch?v=1dfh0G8Ik1c
"Peanut Butter, Legoland, Shit",00:05:59,00:09:53,https://www.youtube.com/watch?v=1dfh0G8Ik1c
"Zucchini, Piano, Lamp",00:11:41,00:14:23,https://www.youtube.com/watch?v=1dfh0G8Ik1c
"Bed, Trampoline, Headphones, Microphone",00:01:08,00:05:10,https://www.youtube.com/watch?v=-pRhkKkM2Ms
"Tacos, Monitor, Coochie",00:06:34,00:09:33,https://www.youtube.com/watch?v=-pRhkKkM2Ms
"Pasta, Oorah, Crayons, MRE",00:11:30,00:14:27,https://www.youtube.com/watch?v=-pRhkKkM2Ms
"Sushi, Brownies, Softball",00:17:38,00:21:21,https://www.youtube.com/watch?v=-pRhkKkM2Ms
"Yoda, Waterfall, Intersection",00:22:26,00:26:28,https://www.youtube.com/watch?v=-pRhkKkM2Ms
"Icicle, Senseless, Emotional",00:28:13,00:32:12,https://www.youtube.com/watch?v=-pRhkKkM2Ms
"Metaverse, Dashboard, Scissors",00:01:53,00:04:51,https://www.youtube.com/watch?v=mwWw-1t3hyw
"Calculator, Doughnut, Pencil",00:06:26,00:10:00,https://www.youtube.com/watch?v=mwWw-1t3hyw
NordVPN Advertisement,00:10:30,00:12:22,https://www.youtube.com/watch?v=mwWw-1t3hyw
"720, Morrison, Glasses",00:13:37,00:17:11,https://www.youtube.com/watch?v=mwWw-1t3hyw
"Gamer, Strawberry Cow, LGBTQ",00:18:26,00:21:25,https://www.youtube.com/watch?v=mwWw-1t3hyw
"Acoustic, Acapella, Psychedelics",00:00:42,00:04:41,https://www.youtube.com/watch?v=3ZhcM7-bh4c
"Obsidian, Complex, Mitochondria, Anime, Lacrosse",00:06:12,00:10:02,https://www.youtube.com/watch?v=3ZhcM7-bh4c
Keeps Advertisement,00:10:58,00:12:39,https://www.youtube.com/watch?v=3ZhcM7-bh4c
"Preposterous, Poignant, Dubious",00:14:23,00:17:55,https://www.youtube.com/watch?v=3ZhcM7-bh4c
"Pyromaniac, Spherical, Phenomenal",00:19:28,00:22:33,https://www.youtube.com/watch?v=3ZhcM7-bh4c
"Crayon, Alligator, Popsicle, Expeditionary",00:01:04,00:04:26,https://www.youtube.com/watch?v=Js2Q8tJLgig
"Hypnotize, Waterfall, Candy",00:05:40,00:08:49,https://www.youtube.com/watch?v=Js2Q8tJLgig
"Harry Potter, Octopus, Jacket",00:10:30,00:13:02,https://www.youtube.com/watch?v=Js2Q8tJLgig
"Controller, Pencil, Extravagant",00:14:53,00:18:10,https://www.youtube.com/watch?v=Js2Q8tJLgig
"Giraffe, Star, Jasmine, Ambulance",00:01:51,00:04:49,https://www.youtube.com/watch?v=eX9uZQoXAdY
"Kumquat, Sandstone, Leopard",00:06:10,00:09:23,https://www.youtube.com/watch?v=eX9uZQoXAdY
Hello Fresh Advertisement,00:10:07,00:11:37,https://www.youtube.com/watch?v=eX9uZQoXAdY
"Onomatopoeia, Britannica, Jewelery",00:12:56,00:15:39,https://www.youtube.com/watch?v=eX9uZQoXAdY
The Life of a Broken Guy,00:17:08,00:20:20,https://www.youtube.com/watch?v=eX9uZQoXAdY
"Potato, Twitter, Cup",00:01:07,00:04:02,https://www.youtube.com/watch?v=AYc7Q6CSeGE
"Eiffel Tower, Baguette, Trumpet",00:05:30,00:08:46,https://www.youtube.com/watch?v=AYc7Q6CSeGE
NordVPN Advertisement,00:09:30,00:10:59,https://www.youtube.com/watch?v=AYc7Q6CSeGE
"Monster, Balls, Crystal, Toes",00:12:02,00:15:19,https://www.youtube.com/watch?v=AYc7Q6CSeGE
"Fire Truck, Surf, Walmart",00:16:10,00:19:43,https://www.youtube.com/watch?v=AYc7Q6CSeGE
"Pigeon, Simulator, Radiator",00:01:09,00:05:09,https://www.youtube.com/watch?v=Djm0fwEX9ls
"Mad, Cash, Story, Constitutional",00:06:52,00:11:02,https://www.youtube.com/watch?v=Djm0fwEX9ls
"Kanye & Donda, Apple, Kid, Play",00:13:13,00:16:41,https://www.youtube.com/watch?v=Djm0fwEX9ls
"United Kingdom, Sunny, Attack",00:18:44,00:21:41,https://www.youtube.com/watch?v=Djm0fwEX9ls
"Discord, Appointment, Helicopter, Hospital, Piano",00:01:32,00:05:52,https://www.youtube.com/watch?v=UI2qbARbQEw
